Pre Match.match_num,Pre Match.teamNum,Pre Match.allianceColor,Auton.autonCoral L4,Auton.autonCoral L3,Auton.autonCoral L2,Auton.autonCoral L1,Auton.autonCoralMissed,Auton.autonProc,Auton.autonNet,Match.matchCoral L4,Match.matchCoral L3,Match.matchCoral L2,Match.matchCoral L1,Match.MatchCoralMissed,Match.matchProc,Match.matchNet
58,3473,redAlliance,0,0,0,0,1,0,0,1,3,2,1,3,0,0
59,10224,blueAlliance,0,0,0,0,1,0,0,2,3,2,1,1,0,0
59,2485,blueAlliance,1,0,0,0,1,0,0,4,3,1,0,1,0,1
59,781,redAlliance,1,0,0,0,0,0,0,1,0,0,0,1,0,5
59,2522,redAlliance,2,0,0,0,0,0,0,1,6,3,0,2,0,0
59,2767,blueAlliance,1,0,0,0,1,0,0,4,5,0,0,1,0,5
59,10479,redAlliance,2,0,0,0,0,0,0,4,2,2,0,0,0,0
60,2491,redAlliance,1,0,0,0,2,0,0,3,4,5,0,2,0,1
60,4907,blueAlliance,0,0,0,0,1,0,0,3,4,0,0,0,0,3
60,86,blueAlliance,1,0,0,0,0,0,0,5,3,0,0,1,0,0
60,8595,redAlliance,0,0,0,0,1,0,0,0,1,1,0,0,2,1
60,2080,blueAlliance,0,0,0,0,0,0,0,4,1,0,0,0,0,0
60,70,redAlliance,2,0,0,0,0,0,0,3,3,3,0,0,0,1
61,3339,blueAlliance,2,0,0,1,2,0,0,4,0,0,2,2,0,2
61,1038,redAlliance,0,0,0,0,0,0,1,0,0,0,0,0,0,6
61,1153,blueAlliance,0,0,0,0,0,0,0,0,3,3,0,0,0,2
61,6324,redAlliance,1,0,0,0,0,0,0,5,4,0,1,3,0,1
61,3197,redAlliance,2,0,0,0,1,0,0,2,0,0,0,0,0,1
61,540,blueAlliance,1,0,0,0,0,0,0,4,4,1,0,2,0,0
62,3794,blueAlliance,0,0,0,0,0,0,0,0,2,0,1,3,0,0
62,2960,blueAlliance,1,0,0,0,0,0,0,5,3,0,0,0,1,0
62,33,redAlliance,4,0,0,0,0,0,0,3,6,3,0,0,0,3
62,6873,redAlliance,0,0,0,0,0,0,0,0,3,1,0,1,0,0
62,2383,blueAlliance,2,0,0,0,0,0,0,2,4,6,1,1,1,0
62,3656,redAlliance,2,0,0,0,0,0,0,2,4,4,3,0,1,0
63,2470,blueAlliance,0,0,0,0,0,0,0,1,0,0,0,0,2,3
63,2200,redAlliance,3,0,0,0,0,0,0,3,6,4,0,1,0,1
63,6647,blueAlliance,1,0,0,0,0,0,0,0,1,0,0,0,6,0
63,467,redAlliance,1,0,1,0,1,0,0,4,8,3,0,2,0,0
63,6621,blueAlliance,1,0,0,0,0,0,0,4,6,5,0,0,0,0
63,6621,blueAlliance,1,0,0,0,0,0,0,4,6,5,0,0,0,0
63,6621,blueAlliance,1,0,0,0,0,0,0,4,6,5,0,0,0,0
64,10157,redAlliance,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,973,blueAlliance,1,0,0,0,1,0,0,6,3,0,0,1,0,5
64,1902,blueAlliance,0,1,1,0,0,0,0,2,3,3,1,0,0,0
64,195,redAlliance,1,0,0,0,0,0,0,4,9,2,0,0,0,0
64,9496,blueAlliance,2,0,0,0,2,0,0,3,0,1,5,0,0,0
65,4009,redAlliance,0,0,0,0,1,0,0,2,5,2,0,0,0,0
65,2706,blueAlliance,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65,5817,blueAlliance,3,0,0,0,0,0,0,4,4,5,0,3,2,0
65,1241,blueAlliance,2,0,0,0,2,0,0,3,6,7,0,2,0,1
65,230,redAlliance,1,0,0,0,0,0,0,2,4,0,0,0,0,0
65,7632,redAlliance,2,0,0,0,2,0,0,4,3,2,0,1,0,0
66,5013,blueAlliance,0,0,0,0,0,0,0,6,0,0,0,0,0,0
66,3130,redAlliance,2,0,0,0,1,0,0,5,2,0,0,0,0,0
66,9635,blueAlliance,0,0,0,0,0,0,2,0,0,0,0,0,2,3
66,4145,redAlliance,2,0,0,0,0,0,0,0,8,2,0,0,2,2
66,4145,redAlliance,0,0,0,0,0,0,0,0,0,0,0,2,0,0
66,2783,redAlliance,3,0,0,0,0,0,0,3,0,0,0,1,0,0
67,10479,blueAlliance,3,0,0,0,0,0,0,3,4,1,0,1,0,0
67,5985,redAlliance,1,0,0,0,1,0,0,1,0,0,0,0,0,0
67,801,blueAlliance,1,0,0,0,0,0,0,1,3,3,0,1,2,0
67,3928,blueAlliance,0,0,0,0,0,0,0,4,2,2,0,0,0,0
67,8177,redAlliance,1,0,0,0,0,0,0,4,4,0,1,0,0,0
67,5193,redAlliance,0,0,0,0,1,0,0,1,3,2,0,0,0,0
68,781,redAlliance,2,0,0,0,0,0,0,3,3,0,0,2,0,4
68,6652,blueAlliance,0,0,0,0,1,0,0,0,1,1,0,1,0,0
68,9450,blueAlliance,2,1,0,0,0,0,0,4,5,1,0,2,1,3
68,1700,redAlliance,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2485,redAlliance,1,0,0,0,0,0,0,0,0,0,0,0,0,3
68,51,blueAlliance,2,0,0,0,0,0,0,2,2,0,0,0,0,1
68,51,blueAlliance,2,0,0,0,0,0,0,2,2,0,0,0,0,1
68,2383,blueAlliance,0,0,0,0,1,0,0,6,2,3,0,0,0,0
69,1506,redAlliance,2,0,0,0,1,0,0,1,3,4,4,0,0,1
69,3473,blueAlliance,0,0,0,0,0,0,0,1,2,2,0,6,0,0
69,9134,redAlliance,1,0,0,0,1,0,0,1,3,3,1,1,0,0
69,7421,redAlliance,1,0,0,0,0,0,0,0,0,0,0,0,0,3
69,540,blueAlliance,0,0,0,0,2,0,0,2,4,4,0,2,0,0
69,4907,blueAlliance,2,4,0,0,1,1,0,0,0,0,0,0,0,0
70,888,blueAlliance,3,0,0,0,0,0,0,2,3,4,0,1,0,0
70,3814,redAlliance,0,0,0,0,0,0,0,2,2,2,0,0,0,0
70,6324,redAlliance,0,0,0,0,0,0,0,1,0,0,0,0,0,2
70,1768,blueAlliance,2,0,0,2,0,0,0,2,5,0,2,0,1,1
70,2080,redAlliance,0,0,0,0,0,0,0,3,1,0,0,3,0,0
70,3794,blueAlliance,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71,6873,redAlliance,0,0,0,0,0,0,0,0,3,2,0,2,0,0
71,2470,redAlliance,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,70,blueAlliance,0,0,0,0,0,0,0,3,2,1,0,0,3,1
71,3656,blueAlliance,2,0,0,0,0,0,0,2,3,2,0,0,0,0
71,2539,blueAlliance,2,0,0,0,1,0,0,5,2,3,0,1,0,0
71,1153,redAlliance,0,1,0,0,0,1,0,0,3,5,2,0,1,1
72,86,blueAlliance,2,0,0,0,0,0,0,4,5,1,0,1,0,0
72,5987,redAlliance,0,0,0,0,0,0,1,1,0,0,0,0,0,1
72,6621,redAlliance,3,0,0,0,0,0,0,1,6,3,2,0,0,0
72,1038,blueAlliance,0,0,0,0,0,0,2,0,0,0,0,0,1,5
72,2383,blueAlliance,1,0,0,0,0,0,0,4,3,0,0,2,0,0
72,8570,redAlliance,0,1,0,0,0,0,0,0,6,6,0,1,0,0
73,9245,blueAlliance,0,2,2,0,0,0,0,0,6,7,0,2,0,0
73,2485,redAlliance,1,0,0,0,0,0,1,5,3,2,0,0,0,1
73,33,blueAlliance,1,0,0,0,1,0,0,9,3,3,0,0,0,0
73,2767,blueAlliance,0,0,0,0,0,0,1,1,1,0,0,0,1,6
73,2877,redAlliance,3,0,0,0,0,0,0,2,5,1,0,0,0,0
73,3970,redAlliance,3,0,0,0,0,0,0,1,6,4,0,0,0,1
74,2075,redAlliance,3,0,0,0,0,0,0,2,2,3,0,1,0,3
74,5181,blueAlliance,0,0,0,0,1,0,0,4,3,4,0,3,0,0
74,7902,redAlliance,0,1,0,0,0,0,0,0,2,5,1,0,0,0
74,3197,blueAlliance,1,0,0,0,0,0,0,3,4,0,0,3,0,0
74,2522,redAlliance,3,0,0,0,0,0,0,5,5,3,0,0,0,0
74,2960,blueAlliance,0,0,0,1,1,0,0,2,1,0,0,2,2,0
75,8595,blueAlliance,0,0,0,0,1,0,1,0,0,0,0,2,0,0
75,10224,redAlliance,0,0,0,0,0,0,0,2,1,0,0,0,0,0
75,3339,blueAlliance,2,0,0,0,0,0,0,6,7,1,0,2,0,2
75,2200,blueAlliance,3,0,0,0,0,0,0,2,5,10,0,0,0,0
75,3045,redAlliance,2,0,0,0,1,0,0,3,2,5,0,0,0,2
75,3882,redAlliance,0,0,0,0,0,0,0,1,3,2,0,0,0,0
76,5013,blueAlliance,2,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1241,redAlliance,1,0,0,0,3,0,0,2,4,3,3,0,0,1
76,230,redAlliance,3,0,0,0,0,0,0,1,3,3,0,0,0,2
76,10479,redAlliance,1,0,0,0,0,0,0,3,5,3,0,1,0,0
76,9450,blueAlliance,2,0,0,0,0,0,0,4,1,1,0,0,0,8
76,467,blueAlliance,2,0,0,0,0,0,0,5,8,6,1,0,0,0
77,9545,blueAlliance,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,7632,redAlliance,3,0,0,0,1,0,0,6,3,2,0,1,0,0
77,51,redAlliance,1,0,0,0,0,0,0,0,0,1,0,0,0,2
77,5736,blueAlliance,0,0,0,0,0,0,0,0,4,3,0,0,0,0
77,8177,redAlliance,1,0,0,0,0,0,0,1,6,1,0,1,0,0
77,9496,blueAlliance,2,0,0,0,1,0,0,9,2,0,0,0,2,3
78,973,redAlliance,1,0,0,0,2,0,0,1,4,5,0,0,2,2
78,801,redAlliance,1,0,0,0,0,0,0,2,3,2,0,0,0,2
78,3130,redAlliance,2,0,0,0,0,0,0,3,6,4,0,0,0,0
78,781,blueAlliance,1,0,0,0,1,0,0,5,1,0,0,0,2,5
78,2080,blueAlliance,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78,2706,blueAlliance,0,0,0,0,0,0,0,2,4,0,0,0,0,0
79,3928,blueAlliance,1,0,0,0,0,0,0,1,4,2,0,1,0,0
79,3928,blueAlliance,1,0,0,0,0,0,0,1,4,2,0,1,0,0
79,9635,redAlliance,0,0,0,0,0,0,2,0,0,0,0,0,0,2
79,4907,blueAlliance,3,0,0,0,0,0,0,3,3,4,0,0,2,2
79,6873,redAlliance,0,0,0,0,0,0,0,0,2,5,0,2,0,0
79,888,blueAlliance,2,0,0,0,1,0,0,2,4,5,0,1,0,0
80,2783,blueAlliance,2,0,0,0,0,0,0,2,3,1,2,2,0,0
80,70,blueAlliance,0,0,0,0,0,0,0,0,2,4,0,0,1,2
80,195,redAlliance,1,0,0,0,0,0,0,2,3,4,1,0,0,0
80,1768,redAlliance,1,0,0,0,2,0,0,1,6,2,1,0,0,0
80,1506,blueAlliance,1,0,0,0,2,0,0,7,4,0,1,1,0,1
80,6621,redAlliance,2,0,0,0,0,0,0,5,2,5,0,0,0,0
81,2470,redAlliance,2,0,0,0,0,0,0,1,0,0,0,0,1,1
81,4145,blueAlliance,3,0,0,0,0,0,0,0,3,5,0,0,0,4
81,540,blueAlliance,0,0,0,0,0,0,0,4,5,5,0,1,0,0
81,3794,redAlliance,0,0,1,0,0,0,0,0,1,1,1,0,0,0
81,2877,blueAlliance,3,0,0,0,0,0,0,1,4,2,4,2,1,0
82,5817,blueAlliance,1,0,0,0,0,0,0,5,4,2,0,1,0,0
82,1038,blueAlliance,0,0,0,0,0,0,1,0,0,0,0,0,2,6
82,2539,redAlliance,1,0,0,0,0,0,0,1,2,0,2,0,0,0
82,6647,redAlliance,1,0,2,0,0,2,0,0,0,0,0,0,0,0
83,4009,blueAlliance,1,0,0,0,1,0,0,5,4,1,0,2,0,0
83,9134,blueAlliance,0,0,0,0,1,0,0,1,3,2,1,1,1,0
83,2522,redAlliance,2,0,0,0,0,0,0,2,6,6,1,3,0,0
83,2960,redAlliance,1,0,0,0,0,0,0,2,3,0,0,2,1,0
83,3045,blueAlliance,1,0,0,0,1,0,0,3,3,3,0,1,0,4
84,7421,redAlliance,0,0,0,0,1,0,0,1,0,0,0,0,0,1
84,33,blueAlliance,2,0,0,0,1,0,0,11,2,0,1,0,0,4
84,1902,blueAlliance,0,0,1,0,0,0,0,0,6,7,5,2,0,0
84,5987,redAlliance,1,0,0,0,1,0,0,2,0,0,0,0,0,3
84,1700,blueAlliance,0,0,0,0,1,0,0,0,0,0,0,2,0,0
85,3882,redAlliance,1,0,0,0,0,0,0,5,5,1,1,0,0,0
85,5181,redAlliance,1,0,0,0,0,0,1,1,0,1,0,1,0,0
85,5181,redAlliance,1,0,0,0,0,0,1,1,0,1,0,1,0,0
85,3970,blueAlliance,1,0,0,0,1,0,0,8,4,4,0,0,0,2
85,8570,blueAlliance,0,1,0,1,0,0,0,0,7,6,0,0,0,0
85,3814,blueAlliance,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85,3339,redAlliance,2,0,0,0,0,0,0,3,3,2,0,2,0,1
86,3656,redAlliance,1,0,0,0,0,0,0,3,2,2,0,0,1,0
86,5985,blueAlliance,2,0,0,0,0,0,0,5,0,0,0,1,0,0
86,9245,blueAlliance,0,1,1,0,0,0,0,0,9,4,0,0,0,0
86,3197,redAlliance,1,1,0,0,1,0,0,2,3,2,0,1,0,6
86,8595,blueAlliance,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,86,redAlliance,2,0,0,0,0,0,0,4,4,0,0,0,0,0
87,5193,redAlliance,0,0,1,0,0,0,0,0,2,5,0,2,0,0
87,2075,blueAlliance,1,0,0,0,0,0,1,2,5,5,1,0,0,1
87,2200,blueAlliance,0,0,0,0,0,0,0,5,7,7,0,0,0,0
87,1153,redAlliance,0,1,0,0,1,0,0,0,3,0,3,0,2,2
87,2767,blueAlliance,2,0,0,0,1,0,0,0,0,0,0,0,2,11
88,10224,redAlliance,0,0,0,0,0,0,0,2,4,2,0,4,0,0
88,7902,blueAlliance,0,1,0,0,0,1,0,0,5,6,0,1,0,0
88,4907,blueAlliance,1,0,0,0,0,0,0,5,4,1,0,0,0,0
88,9450,redAlliance,2,0,0,0,0,0,1,1,5,0,0,1,0,10
89,10157,blueAlliance,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89,2877,redAlliance,3,0,0,0,0,0,0,3,5,3,0,0,0,1
89,230,blueAlliance,2,0,0,0,0,0,0,5,6,0,0,0,2,1
89,9635,blueAlliance,0,0,0,0,0,0,1,0,0,0,0,0,2,4
89,2080,redAlliance,0,0,0,0,0,0,0,2,1,0,0,2,0,0
90,540,blueAlliance,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,5817,redAlliance,1,0,0,0,0,0,0,5,5,3,0,3,0,1
90,51,blueAlliance,1,0,0,0,0,0,1,0,0,0,1,0,2,5
90,801,blueAlliance,2,0,0,0,0,0,0,3,3,4,0,1,3,0
90,10479,redAlliance,2,0,0,0,0,0,0,0,2,4,1,4,0,0
91,6621,blueAlliance,3,0,0,0,0,0,0,3,5,1,0,1,0,0
91,6873,blueAlliance,0,0,0,0,0,0,0,1,2,4,1,0,0,0
91,6873,blueAlliance,0,0,0,0,0,0,0,1,2,4,1,0,0,0
91,9545,redAlliance,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2491,blueAlliance,3,4,0,0,0,0,0,1,3,3,0,0,0,5
91,2706,redAlliance,1,0,0,0,0,0,0,5,6,0,1,0,0,0
92,467,redAlliance,2,1,0,0,0,0,0,2,5,5,2,3,0,0
92,5987,blueAlliance,1,0,0,0,0,0,1,1,3,5,0,0,2,1
92,3045,redAlliance,1,0,0,0,0,0,1,3,4,5,0,1,0,0
92,1506,blueAlliance,3,0,0,0,0,0,0,3,5,3,0,0,0,3
92,973,redAlliance,3,0,0,0,0,0,0,1,1,0,0,0,2,7
93,5013,blueAlliance,0,0,0,0,1,0,0,0,8,1,0,1,0,0
93,8570,redAlliance,0,1,0,0,0,0,0,0,3,2,5,2,0,0
93,2783,blueAlliance,3,0,0,0,0,0,0,3,2,2,0,1,3,0
93,2522,redAlliance,2,0,0,0,1,0,0,2,7,6,2,1,0,0
93,6324,redAlliance,3,0,0,0,0,0,0,3,1,3,0,3,0,2
94,3928,redAlliance,0,0,0,0,1,0,0,3,3,0,0,1,0,0
94,4728,redAlliance,2,0,0,0,0,0,0,6,3,1,0,1,0,4
94,781,blueAlliance,2,0,0,0,0,0,0,5,2,0,0,3,0,3
94,7421,blueAlliance,2,0,0,0,0,0,0,3,6,2,1,1,0,1
94,781,redAlliance,0,0,0,0,0,0,0,0,6,6,0,0,0,0
95,1153,blueAlliance,0,1,0,0,0,0,2,1,2,2,2,1,2,1
95,5985,redAlliance,2,0,0,0,1,0,0,0,3,0,1,0,2,0
95,1902,blueAlliance,0,2,1,0,0,0,0,0,5,8,0,2,0,0
95,6647,redAlliance,1,0,0,0,0,0,0,3,1,4,1,1,0,0
95,5181,redAlliance,1,0,0,0,0,0,0,0,6,5,0,1,0,0
96,7902,blueAlliance,0,1,0,0,0,0,1,0,2,0,2,0,0,0
96,4009,redAlliance,1,0,0,1,1,0,0,1,2,0,2,0,0,1
96,8595,redAlliance,0,0,0,0,2,0,0,0,0,0,0,0,0,0
96,3970,redAlliance,3,0,0,0,0,0,0,7,7,6,0,0,0,1
96,3970,redAlliance,3,0,0,0,0,0,0,7,7,6,0,0,0,1
96,2485,blueAlliance,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,10157,redAlliance,0,0,0,0,0,0,0,0,0,0,2,3,0,0
97,3794,redAlliance,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,3794,redAlliance,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,3473,blueAlliance,2,0,0,0,0,0,0,0,3,1,0,4,0,0
97,5193,blueAlliance,0,0,1,0,0,0,0,0,6,3,0,0,0,0
97,5193,blueAlliance,0,0,1,0,0,0,0,0,6,3,0,0,0,0
97,3130,blueAlliance,2,0,0,0,1,0,0,7,1,1,1,1,0,0
97,3197,redAlliance,2,0,0,0,0,0,0,8,7,0,0,0,0,0
98,3656,blueAlliance,1,0,0,0,1,0,0,2,3,3,3,0,3,0
98,86,redAlliance,1,0,0,0,0,0,0,0,0,2,3,0,0,0
98,1700,blueAlliance,2,0,0,0,1,0,0,2,5,3,0,0,0,0
98,888,blueAlliance,2,0,0,0,1,0,0,4,5,4,0,0,0,0
98,1241,redAlliance,0,0,0,0,1,0,1,0,0,0,0,0,0,3
99,4145,blueAlliance,3,0,0,0,0,0,0,3,8,5,0,0,0,3
99,2960,redAlliance,1,0,0,0,0,0,0,0,0,0,0,0,5,0
99,2960,redAlliance,1,0,0,0,0,0,0,0,0,0,0,0,5,0
99,9496,redAlliance,2,0,0,0,1,0,0,3,3,0,0,0,0,0
99,2767,blueAlliance,0,0,0,0,0,0,2,0,3,6,0,0,0,4
99,1768,redAlliance,4,0,0,0,0,0,0,1,4,3,0,0,0,2
99,3339,blueAlliance,3,0,0,0,0,0,0,5,7,5,0,0,1,3
100,2200,blueAlliance,3,0,0,0,0,0,0,4,6,3,0,0,0,3
100,2075,redAlliance,2,0,0,0,0,0,0,2,8,1,0,1,0,4
100,195,redAlliance,1,0,0,0,1,0,0,6,4,3,0,2,0,0
100,6652,blueAlliance,0,0,0,0,0,0,0,0,0,5,1,3,0,0
100,3814,redAlliance,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,2383,blueAlliance,1,0,0,0,0,0,0,3,6,0,0,1,0,0
100,2383,blueAlliance,1,0,0,0,0,0,0,3,6,0,0,1,0,0
101,3045,blueAlliance,1,0,0,0,1,0,0,3,5,1,0,0,0,0
101,2877,redAlliance,2,0,0,0,1,0,0,8,2,2,0,0,0,2
101,801,blueAlliance,1,0,0,0,0,0,0,2,3,1,0,0,1,1
101,8570,redAlliance,0,2,0,0,0,0,0,0,1,0,0,1,0,0
101,1506,blueAlliance,1,0,0,0,2,0,0,3,4,2,0,2,0,0
101,7632,blueAlliance,4,0,0,1,0,0,0,9,2,2,0,2,0,0
102,3882,blueAlliance,1,0,0,0,0,0,0,2,4,4,1,1,0,0
102,5817,redAlliance,1,2,0,0,0,0,2,7,4,0,3,0,0,1
102,9245,redAlliance,0,1,0,0,0,0,0,2,5,5,0,0,0,0
102,10479,blueAlliance,0,0,0,0,0,0,0,3,4,5,4,2,0,0
102,10479,blueAlliance,0,0,0,0,0,0,0,3,4,5,4,2,0,0
102,6324,blueAlliance,1,0,0,0,2,0,0,3,4,0,0,1,0,2
102,6621,redAlliance,2,0,0,0,0,0,0,2,5,3,5,0,0,0
103,9450,redAlliance,1,1,0,0,0,0,0,0,1,0,0,0,2,8
103,540,redAlliance,2,0,0,0,0,0,0,2,4,2,0,1,0,0
103,2080,blueAlliance,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103,2539,redAlliance,2,0,0,0,0,0,0,1,0,0,0,0,0,6
103,2522,blueAlliance,3,0,0,0,0,0,0,6,3,2,0,2,0,0
103,1902,blueAlliance,0,1,1,0,0,0,0,0,3,8,1,2,2,0
104,10157,blueAlliance,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104,8595,blueAlliance,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104,5181,redAlliance,1,0,0,0,0,0,0,3,1,1,0,1,1,0
104,4009,redAlliance,2,0,0,0,1,0,0,4,2,0,0,1,0,0
104,5013,redAlliance,1,0,0,0,1,0,0,0,5,2,0,3,0,0
105,2706,blueAlliance,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105,7902,blueAlliance,0,2,0,0,0,0,0,0,7,1,0,3,1,0
105,9635,blueAlliance,0,0,0,0,0,0,0,0,0,0,0,0,0,4
105,6647,redAlliance,1,0,0,0,0,0,0,0,7,0,0,0,0,0
105,7421,redAlliance,0,0,0,0,1,0,0,1,1,0,0,1,0,4
105,3794,blueAlliance,0,0,0,0,0,0,0,0,1,1,2,1,0,0
106,9134,redAlliance,1,0,0,0,0,0,0,0,4,5,0,0,0,0
106,51,blueAlliance,1,0,0,0,0,0,1,0,2,2,0,0,2,2
106,888,blueAlliance,2,0,0,0,0,0,0,6,5,6,0,0,0,0
106,3656,redAlliance,1,0,0,0,1,0,0,6,0,1,0,1,1,0
106,5193,redAlliance,0,0,0,0,1,0,0,1,4,2,2,0,0,0
106,2485,blueAlliance,1,0,0,0,1,0,0,2,5,4,1,1,0,1
107,1768,blueAlliance,3,0,0,0,0,0,0,4,6,6,1,2,1,2
107,2470,blueAlliance,1,0,0,0,1,0,0,0,0,3,0,2,0,0
107,4907,redAlliance,3,0,0,0,0,0,0,2,7,3,0,0,0,3
107,3130,redAlliance,1,0,0,0,0,0,0,2,5,4,0,1,0,0
107,33,redAlliance,2,0,0,0,0,0,0,0,2,0,0,0,2,4
107,8177,blueAlliance,1,0,0,0,0,0,0,1,3,1,1,1,0,0
108,1241,blueAlliance,2,0,0,0,2,0,0,3,4,4,5,2,0,2
108,70,redAlliance,0,0,0,0,0,0,0,1,0,3,0,0,0,3
108,2383,redAlliance,2,0,0,0,0,0,0,2,8,3,0,1,0,0
108,2491,blueAlliance,3,0,0,0,0,0,0,4,7,2,0,0,0,1
108,2767,redAlliance,3,0,0,0,0,0,0,1,2,2,0,0,0,6
109,4728,blueAlliance,1,0,0,0,0,0,1,1,2,1,0,0,0,2
109,2200,redAlliance,0,0,0,0,0,0,0,4,4,6,0,0,3,0
109,2783,redAlliance,1,0,0,0,0,0,0,4,4,1,0,1,0,0
109,5987,blueAlliance,2,0,0,0,0,0,0,4,3,0,0,0,0,1
109,9496,blueAlliance,3,0,0,0,0,0,0,0,5,5,1,0,2,1
109,3928,redAlliance,0,0,0,0,0,0,0,3,2,2,0,0,0,0
109,3197,blueAlliance,1,0,0,0,0,0,0,1,4,3,0,1,0,1
110,973,blueAlliance,3,0,0,0,0,0,0,7,2,0,0,0,0,5
110,10224,blueAlliance,0,0,0,0,0,0,0,3,3,0,2,0,0,0
110,1038,redAlliance,0,0,0,0,0,0,2,0,0,0,0,0,0,8
110,3970,redAlliance,3,0,0,0,0,0,0,5,12,0,0,1,0,1
110,6652,blueAlliance,0,0,0,0,1,0,0,0,0,0,0,1,0,0
110,9545,redAlliance,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,3339,blueAlliance,3,0,0,0,0,0,0,3,6,3,0,0,0,4
111,1700,redAlliance,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,467,redAlliance,2,1,0,0,0,0,0,5,2,1,0,1,0,0
111,195,blueAlliance,3,0,0,0,0,0,0,2,2,2,4,0,0,0
111,5985,blueAlliance,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,5985,blueAlliance,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,3473,redAlliance,1,0,0,0,0,0,0,2,4,4,0,0,0,0
112,2960,redAlliance,1,1,0,0,0,0,0,1,2,0,0,1,1,0
112,230,redAlliance,3,0,0,0,0,0,0,1,4,2,0,0,2,1
112,781,blueAlliance,2,0,0,0,0,0,0,5,0,0,0,0,0,2
112,86,redAlliance,2,0,0,0,0,0,0,3,5,4,0,1,0,0
112,3814,blueAlliance,0,0,0,0,0,0,0,0,0,0,0,2,0,0
112,3814,blueAlliance,0,0,0,0,0,0,0,0,0,0,0,2,0,0
112,1153,blueAlliance,0,2,1,0,0,0,0,0,5,3,0,0,2,3
113,1902,blueAlliance,1,0,0,0,0,0,0,0,6,4,1,1,1,0
113,2075,blueAlliance,2,0,0,0,1,0,0,3,2,3,0,0,0,1
113,5736,redAlliance,2,0,0,0,1,0,0,7,3,2,0,1,0,0
113,5736,redAlliance,2,0,0,0,1,0,0,7,3,2,0,1,0,0
113,9635,redAlliance,0,0,0,0,0,0,1,0,0,0,0,0,2,5
114,7421,blueAlliance,0,0,0,0,1,0,0,0,0,0,0,0,2,6
114,2539,redAlliance,2,0,0,0,0,0,0,3,4,8,1,0,0,0
114,6621,blueAlliance,2,0,0,1,0,0,0,3,4,3,1,0,0,0
114,2877,blueAlliance,3,0,0,0,0,0,0,4,1,5,2,0,0,1
114,8595,redAlliance,0,0,0,0,0,0,0,0,0,0,0,0,2,0
114,8595,redAlliance,0,0,0,0,0,0,0,0,0,0,0,0,2,0
115,7632,redAlliance,1,0,0,0,0,0,0,6,5,3,2,0,0,0
115,9245,redAlliance,2,1,0,0,0,0,0,0,7,10,0,0,0,0
115,3794,blueAlliance,0,0,0,1,0,0,0,0,0,0,0,0,1,0
115,9134,blueAlliance,1,0,0,0,0,0,0,0,1,0,0,0,1,0
115,7632,redAlliance,1,0,0,0,0,0,0,5,4,3,2,0,0,0
115,3130,blueAlliance,2,0,0,0,1,0,0,3,0,0,0,0,0,0
115,10157,redAlliance,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116,10157,redAlliance,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116,6647,blueAlliance,0,0,0,0,1,0,0,0,1,4,0,1,3,0
116,1768,blueAlliance,4,0,0,0,0,0,0,4,7,0,1,0,0,3
116,2485,blueAlliance,2,0,0,0,1,0,0,2,7,2,0,0,0,1
117,10479,redAlliance,2,0,0,0,0,0,0,0,2,2,0,3,0,0
117,3656,blueAlliance,1,0,0,0,0,0,0,3,3,5,0,1,0,0
117,8570,redAlliance,1,0,0,0,0,0,0,2,3,2,0,1,0,0
117,7902,redAlliance,0,0,0,0,0,1,0,0,2,0,5,1,0,0
117,9496,redAlliance,3,0,0,0,0,0,0,2,5,3,0,0,1,4
118,2470,redAlliance,2,0,0,0,0,0,0,0,0,0,0,0,0,0
118,3928,redAlliance,1,0,0,0,0,0,0,2,7,0,0,0,0,1
118,2706,blueAlliance,0,0,0,0,0,0,0,0,3,2,0,1,0,0
118,1506,blueAlliance,3,0,0,0,0,0,0,4,4,0,0,1,0,0
